Title,Year,Duration,MostLiked,Description,Director,FullCast,GenreFull,AboutFull,Age
Faster,2010.0,98,0.0,A bank robber just released from prison goes on a rampage to avenge his dead brother and is pursued by two relentless cops and an eccentric hit man.,['George Tillman Jr.'],"['Dwayne Johnson,', 'Billy Bob Thornton,', 'Oliver Jackson-Cohen,', 'Carla Gugino,', 'Maggie Grace,', 'Moon Bloodgood,', 'Adewale Akinnuoye-Agbaje,', 'Tom Berenger,', 'Mike Epps,', 'Matt Gerald']","['Action & Adventure,', 'Crime Movies']","['Violent,', 'Exciting']",16
The Amazing Spider-Man 2,2014.0,141,1.0,Spider-Man squares off against the Rhino and the powerful Electro while struggling to keep his promise to leave Gwen Stacy out of his dangerous life.,['Marc Webb'],"['Andrew Garfield,', 'Emma Stone,', 'Jamie Foxx,', 'Dane DeHaan,', 'Colm Feore,', 'Felicity Jones,', 'Paul Giamatti,', 'Sally Field,', 'Embeth Davidtz,', 'Campbell Scott,', 'Marton Csokas,', 'Louis Cancelmi,', 'Max Charles,', 'B.J. Novak']","['Sci-Fi Movies,', 'Action & Adventure']","['Suspenseful,', 'Exciting']",13
Extinction,2018.0,95,0.0,"Plagued by dreams of an alien invasion, a family man faces his worst nightmare when an extraterrestrial force begins exterminating Earth's inhabitants.",['Ben Young'],"['Michael Peña,', 'Lizzy Caplan,', 'Israel Broussard,', 'Mike Colter,', 'Emma Booth,', 'Lex Shrapnel,', 'Erica Tremblay,', 'Lilly Aspell']","['Sci-Fi Movies,', 'Action & Adventure,', 'Dramas']","['Suspenseful,', 'Exciting']",16
Bright,2017.0,117,0.0,Will Smith and Joel Edgerton team up in this fierce fantasy thrill ride that “leaves you wanting more” (Variety).,['David Ayer'],"['Will Smith,', 'Joel Edgerton,', 'Noomi Rapace,', 'Lucy Fry,', 'Edgar Ramírez,', 'Ike Barinholtz,', 'Brad William Henke,', 'Enrique Murciano,', 'Happy Anderson,', 'Kenneth Choi,', 'Andrea Navedo,', 'Dawn Olivieri']","['Action & Adventure,', 'Crime Movies']","['Violent,', 'Gritty,', 'Exciting']",16
The Town,2010.0,124,0.0,A career criminal’s star-crossed romance with a bank robbery witness stirs up trouble with authorities — and his own cutthroat crew of accomplices.,['Ben Affleck'],"['Ben Affleck,', 'Rebecca Hall,', 'Jon Hamm,', 'Jeremy Renner,', 'Blake Lively,', 'Titus Welliver,', 'Slaine,', 'Pete Postlethwaite,', 'Chris Cooper,', 'Owen Burke']","['Movies Based on Books,', 'Action & Adventure,', 'Crime Movies,', 'Dramas']",['Suspenseful'],18
Jack Reacher: Never Go Back,2016.0,119,0.0,"When he learns that his friend has been accused of murder, Jack Reacher suspects a vast conspiracy -- and soon finds himself on the run alongside her.",['Edward Zwick'],"['Tom Cruise,', 'Cobie Smulders,', 'Aldis Hodge,', 'Danika Yarosh,', 'Patrick Heusinger,', 'Holt McCallany,', 'Robert Knepper,', 'Judd Lormand,', 'Christopher Berry,', 'Hunter Burke']","['Movies Based on Books,', 'Action & Adventure,', 'Crime Movies']","['Adrenaline Rush,', 'Exciting']",16
The Mask,1994.0,101,0.0,A hapless bank teller discovers an ancient mask that turns him into a zany prankster who acts on his deepest desires.,['Chuck Russell'],"['Jim Carrey,', 'Cameron Diaz,', 'Peter Riegert,', 'Peter Greene,', 'Amy Yasbeck,', 'Richard Jeni,', 'Orestes Matacena,', 'Tim Bagley,', 'Nancy Fish,', 'Johnny Williams']","['Action & Adventure,', 'Comedies']","['Absurd,', 'Goofy']",13
A Perfect Getaway,2009.0,97,0.0,"Newlyweds Cliff and Cydney are enjoying a perfect honeymoon in Hawaii -- that is, until they run into a pair of menacing hikers.",['David Twohy'],"['Timothy Olyphant,', 'Milla Jovovich,', 'Kiele Sanchez,', 'Steve Zahn,', 'Marley Shelton,', 'Chris Hemsworth,', 'Anthony Ruivivar,', 'Dale Dickey']","['Mysteries,', 'Action & Adventure,', 'Crime Movies']",['Suspenseful'],16
Spenser Confidential,2020.0,111,0.0,"Spenser, an ex-cop and ex-con, teams up with aspiring fighter Hawk to uncover a sinister conspiracy tied to the deaths of two Boston police officers.",['Peter Berg'],"['Mark Wahlberg,', 'Winston Duke,', 'Alan Arkin,', 'Bokeem Woodbine,', 'Iliza Shlesinger,', 'Hope Olaide Wilson,', 'Marc Maron']","['Mysteries,', 'Movies Based on Books,', 'Action & Adventure,', 'Comedies,', 'Crime Movies']",['Exciting'],16
Sweet Girl,2021.0,110,0.0,"He lost the love of his life to a pharmaceutical company's greed. Now his daughter is without a mother, and he's without justice. For now.",['Brian Andrew Mendoza'],"['Jason Momoa,', 'Isabela Merced,', 'Manuel Garcia-Rulfo,', 'Amy Brenneman,', 'Adria Arjona,', 'Raza Jaffrey,', 'Justin Bartha,', 'Lex Scott Davis,', 'Michael Raymond-James']","['Action & Adventure,', 'Dramas']","['Adrenaline Rush,', 'Suspenseful']",16
Ride Along 2,2016.0,101,0.0,"Before Ben can marry James's sister, the two Atlanta cops must head to Miami to help the local police bring down a brutal drug dealer.",['Tim Story'],"['Ice Cube,', 'Kevin Hart,', 'Tika Sumpter,', 'Benjamin Bratt,', 'Olivia Munn,', 'Ken Jeong,', 'Bruce McGill,', 'Michael Rose,', 'Sherri Shepherd']","['Action & Adventure,', 'Comedies']",['Exciting'],13
The Equalizer 2,2018.0,101,0.0,Ex-CIA agent-turned-vigilante Robert McCall uses his deadly skills once again to avenge the death of a close friend and former colleague.,['Antoine Fuqua'],"['Denzel Washington,', 'Pedro Pascal,', 'Ashton Sanders,', 'Orson Bean,', 'Bill Pullman,', 'Melissa Leo,', 'Jonathan Scarfe,', 'Sakina Jaffrey']","['Action & Adventure,', 'Crime Movies']","['Violent,', 'Dark']",16
The Revenant,2015.0,156,0.0,"In the 1820s, a fur trapper struggles for survival to exact retribution against a ruthless mercenary who left him to die along the Missouri River.",['Alejandro G. Iñárritu'],"['Leonardo DiCaprio,', 'Tom Hardy,', 'Domhnall Gleeson,', 'Will Poulter,', 'Forrest Goodluck,', 'Paul Anderson,', 'Kristoffer Joner,', 'Joshua Burge,', 'Duane Howard,', ""Melaw Nakehk'o,"", 'Fabrice Adde,', 'Arthur Redcloud,', 'Christopher Rosamond,', 'Robert Moloney,', 'Lukas Haas']","['Movies Based on Real Life,', 'Period Pieces,', 'Action & Adventure,', 'Dramas']","['Violent,', 'Gritty']",16
The Amazing Spider-Man,2012.0,136,0.0,"In this reboot of the hit superhero franchise, high schooler Peter Parker learns to wield his newfound powers while facing down arch-villain The Lizard.",['Marc Webb'],"['Andrew Garfield,', 'Emma Stone,', 'Rhys Ifans,', 'Denis Leary,', 'Martin Sheen,', 'Sally Field,', 'Campbell Scott,', 'Embeth Davidtz,', 'Irrfan Khan,', 'Chris Zylka,', 'Max Charles,', 'C. Thomas Howell']","['Sci-Fi Movies,', 'Action & Adventure']",['Exciting'],13
White House Down,2013.0,131,0.0,"When a paramilitary group engineers a violent takeover of the White House, the president must try to hide from the attackers until he can be rescued.",['Roland Emmerich'],"['Channing Tatum,', 'Jamie Foxx,', 'Maggie Gyllenhaal,', 'Jason Clarke,', 'Richard Jenkins,', 'Joey King,', 'James Woods,', 'Nicolas Wright,', 'Jimmi Simpson,', 'Michael Murphy,', 'Matt Craven,', 'Jake Weber,', 'Kevin Rankin,', 'Rachelle Lefevre,', 'Peter Jacobson,', 'Falk Hentschel,', 'Garcelle Beauvais,', 'Lance Reddick,', 'Barbara Williams']",['Action & Adventure'],"['Adrenaline Rush,', 'Exciting']",13
Jumper,2008.0,88,0.0,"A young man discovers a newfound ability to teleport anywhere at will, but his globe-trotting puts him on the radar of a powerful foe.",['Doug Liman'],"['Hayden Christensen,', 'Jamie Bell,', 'Rachel Bilson,', 'Diane Lane,', 'Samuel L. Jackson,', 'Michael Rooker,', 'AnnaSophia Robb,', 'Max Thieriot,', 'Tom Hulce']","['Sci-Fi Movies,', 'Movies Based on Books,', 'Action & Adventure']",['Suspenseful'],13
Legion,2010.0,100,0.0,A motley crew of apocalypse survivors living at an abandoned truck stop never suspects that the pregnant woman among them is carrying the Messiah.,['Scott Stewart'],"['Paul Bettany,', 'Lucas Black,', 'Tyrese Gibson,', 'Adrianne Palicki,', 'Charles S. Dutton,', 'Jon Tenney,', 'Kevin Durand,', 'Willa Holland,', 'Kate Walsh,', 'Dennis Quaid,', 'Jeanette Miller,', 'Cameron Harlow,', 'Doug Jones,', 'Josh Stamberg,', 'Yancey Arias']","['Action & Adventure,', 'Horror Movies']","['Chilling,', 'Ominous,', 'Scary']",16
Johnny English Reborn,2011.0,101,0.0,Bumbling spy Johnny English sharpens his skills at a Tibetan monastery and returns to service to protect the Chinese premier from an assassin.,['Oliver Parker'],"['Rowan Atkinson,', 'Dominic West,', 'Gillian Anderson,', 'Rosamund Pike,', 'Daniel Kaluuya,', 'Richard Schiff,', 'Pik Sen Lim,', 'Togo Igawa,', 'Mark Ivanir,', 'Burn Gorman,', 'Tim McInnerny']","['Spy Movies,', 'British,', 'Family Movies,', 'Action & Adventure,', 'Children & Family Movies']","['Quirky,', 'Goofy']",13
The Sleepover,2020.0,103,0.0,What do you do if your parents are kidnapped by a crew of international thieves? You begin a wild overnight adventure — complete with spy gear.,['Trish Sie'],"['Sadie Stanley,', 'Maxwell Simkins,', 'Ken Marino,', 'Malin Akerman,', 'Cree Cicchino,', 'Lucas Jaye,', 'Karla Souza,', 'Enuka Okuma,', 'Erik Griffin,', 'Joe Manganiello']","['Mysteries,', 'Family Movies,', 'Action & Adventure,', 'Children & Family Movies,', 'Comedies']",['Exciting'],7
Resident Evil: The Final Chapter,2016.0,106,0.0,"Alice fights to get to Raccoon City and obtain a crucial antivirus, but Dr. Isaacs, Umbrella Corp. and hordes of violent zombies all stand in her way.",['Paul W.S. Anderson'],"['Milla Jovovich,', 'Iain Glen,', 'Ali Larter,', 'Shawn Roberts,', 'Ever Anderson,', 'Eoin Macken,', 'Fraser James,', 'Ruby Rose,', 'William Levy,', 'Lee Joon-gi']","['Sci-Fi Movies,', 'Action & Adventure,', 'Horror Movies']",['Adrenaline Rush'],16
Bad Boys,1995.0,119,0.0,"Pursuing a master crook with a hefty supply of heroin, a pair of Miami narcotics cops must pull off a convincing act to protect a witness.",['Michael Bay'],"['Will Smith,', 'Martin Lawrence,', 'Téa Leoni,', 'Tchéky Karyo,', 'Theresa Randle,', 'Joe Pantoliano,', 'Emmanuel Xuereb,', 'Michael Imperioli,', 'Nestor Serrano,', 'Julio Oscar Mechoso']","['Action & Adventure,', 'Comedies,', 'Crime Movies']",['Exciting'],16
Jack Reacher,2012.0,131,0.0,"When an ex-military cop investigates a sniper charged with five homicides, he's drawn into a dangerous cat-and-mouse game in this exciting thriller.",['Christopher McQuarrie'],"['Tom Cruise,', 'Rosamund Pike,', 'Richard Jenkins,', 'David Oyelowo,', 'Werner Herzog,', 'Robert Duvall,', 'Jai Courtney,', 'Vladimir Sizov,', 'Joseph Sikora']","['Movies Based on Books,', 'Action & Adventure,', 'Crime Movies']",['Suspenseful'],13
Men in Black: International,2019.0,114,0.0,"When shape-shifting aliens threaten Earth, a new recruit and a veteran MiB agent embark on a mission to save their own organization — and the world.",['F. Gary Gray'],"['Chris Hemsworth,', 'Tessa Thompson,', 'Liam Neeson,', 'Kumail Nanjiani,', 'Emma Thompson,', 'Rafe Spall,', 'Rebecca Ferguson,', 'Kayvan Novak,', 'Spencer Wilding,', 'Laurent Bourgeois,', 'Larry Bourgeois']","['Sci-Fi Movies,', 'Action & Adventure,', 'Comedies']",['Suspenseful'],13
Rush Hour 2,2001.0,90,1.0,"When the U.S. Embassy in Hong Kong is bombed, Inspector Lee and a vacationing Detective Carter team up against an international crime syndicate.",['Brett Ratner'],"['Jackie Chan,', 'Chris Tucker,', 'John Lone,', 'Alan King,', 'Roselyn Sanchez,', 'Harris Yulin,', 'Zhang Ziyi,', 'Kenneth Tsang']","['Martial Arts Movies,', 'Action & Adventure,', 'Comedies,', 'Crime Movies']",['Exciting'],13
The Mummy Returns,2001.0,129,0.0,Egyptologists unearth a prehistoric relic capable of releasing cataclysmic forces and satanic warriors led by the sinister Scorpion King.,['Stephen Sommers'],"['Brendan Fraser,', 'Rachel Weisz,', 'Dwayne Johnson,', 'Arnold Vosloo,', 'Alun Armstrong,', 'Patricia Velasquez,', 'John Hannah,', 'Aharon Ipale,', 'Adewale Akinnuoye-Agbaje,', 'Oded Fehr']",['Action & Adventure'],['Exciting'],13
The Incredible Hulk,2008.0,112,0.0,An experiment gone wrong turns Dr. Bruce Banner into a hulking green monster when he grows angry and makes him a target of the military.,['Louis Leterrier'],"['Edward Norton,', 'Liv Tyler,', 'Tim Roth,', 'William Hurt,', 'Tim Blake Nelson,', 'Ty Burrell,', 'Christina Cabot,', 'Peter Mensah,', 'Lou Ferrigno,', 'Paul Soles']","['Sci-Fi Movies,', 'Action & Adventure']","['Adrenaline Rush,', 'Suspenseful']",13
S.W.A.T.,2003.0,117,0.0,"A veteran cop is tasked with drafting and training a special weapons and tactics team, who soon find themselves up against an international criminal.",['Clark Johnson'],"['Samuel L. Jackson,', 'Colin Farrell,', 'Michelle Rodriguez,', 'LL Cool J,', 'Josh Charles,', 'Jeremy Renner,', 'Brian Van Holt,', 'Olivier Martinez,', 'Reg E. Cathey,', 'Larry Poindexter,', 'Page Kennedy,', 'Domenick Lombardozzi,', 'James DuMont']","['Action & Adventure,', 'Crime Movies']",['Exciting'],16
The Punisher,2004.0,123,0.0,"When an FBI agent's wife and children are murdered after witnessing a mob hit, he becomes ""the Punisher"" -- a one-man judge, jury and executioner.",['Jonathan Hensleigh'],"['Thomas Jane,', 'John Travolta,', 'Will Patton,', 'Roy Scheider,', 'Laura Harring,', 'Ben Foster,', 'Rebecca Romijn,', 'Samantha Mathis,', 'Marcus Johnson']",['Action & Adventure'],"['Violent,', 'Exciting']",18
Wanted,2008.0,109,0.0,"After Wesley Gibson discovers that his murdered father belonged to a secret guild of assassins, he hones his innate killing skills and turns avenger.",['Timur Bekmambetov'],"['James McAvoy,', 'Angelina Jolie,', 'Morgan Freeman,', 'Terence Stamp,', 'Thomas Kretschmann,', 'Common,', 'Kristen Hager,', 'Marc Warren,', ""David O'Hara,"", 'Dato Bakhtadze']","['Action & Adventure,', 'Crime Movies']",['Violent'],16
Inside Man,2006.0,128,0.0,"A detective matches wits with a thief who's always one step ahead of the cops, and when a loose-cannon negotiator arrives, things spin out of control.",['Spike Lee'],"['Denzel Washington,', 'Clive Owen,', 'Jodie Foster,', 'Christopher Plummer,', 'Willem Dafoe,', 'Chiwetel Ejiofor,', 'Carlos Andrés Gómez,', 'Kim Director,', 'Ken Leung,', 'Peter Gerety,', 'James Ransone,', 'Bernard Rachelle']","['Action & Adventure,', 'Crime Movies']","['Suspenseful,', 'Exciting']",16
The Matrix Reloaded,2003.0,138,0.0,"The crew must protect Zion, the last outpost still under human control, after it is pinpointed by the machines responsible for the Matrix.","['Lilly Wachowski,', 'Lana Wachowski']","['Keanu Reeves,', 'Laurence Fishburne,', 'Carrie-Anne Moss,', 'Hugo Weaving,', 'Jada Pinkett Smith,', 'Gloria Foster,', 'Harold Perrineau,', 'Monica Bellucci,', 'Harry Lennix,', 'Lambert Wilson,', 'Randall Duk Kim,', 'Nona Gaye']","['Martial Arts Movies,', 'Sci-Fi Movies,', 'Action & Adventure']",['Mind-Bending'],16
Man of Steel,2013.0,142,0.0,"Drifter Clark Kent must keep his powers hidden from the world, but when an evil general plans to destroy Earth, the Man of Steel springs into action.",['Zack Snyder'],"['Henry Cavill,', 'Amy Adams,', 'Michael Shannon,', 'Kevin Costner,', 'Diane Lane,', 'Laurence Fishburne,', 'Russell Crowe,', 'Antje Traue,', 'Ayelet Zurer,', 'Christopher Meloni']","['Sci-Fi Movies,', 'Action & Adventure']",['Exciting'],13
Gladiator,2000.0,155,1.0,"Tapped for the throne after the death of the emperor, a Roman general instead finds himself condemned to die by the late ruler's power-hungry son.",['Ridley Scott'],"['Russell Crowe,', 'Joaquin Phoenix,', 'Connie Nielsen,', 'Oliver Reed,', 'Richard Harris,', 'Derek Jacobi,', 'Djimon Hounsou,', 'David Schofield,', 'John Shrapnel,', 'Tomas Arana']","['Action & Adventure,', 'Dramas']",['Exciting'],16
Seventh Son,2014.0,102,0.0,"In the 18th century, apprentice exorcist Tom Ward is the lynchpin in a battle between good and evil when imprisoned witch Mother Malkin escapes.",['Sergei Bodrov'],"['Jeff Bridges,', 'Ben Barnes,', 'Julianne Moore,', 'Alicia Vikander,', 'Antje Traue,', 'Olivia Williams,', 'John DeSantis,', 'Kit Harington,', 'Djimon Hounsou,', 'Gerard Plunkett,', 'Jason Scott Lee']","['Movies Based on Books,', 'Action & Adventure']",['Exciting'],16
Body of Lies,2008.0,128,0.0,A CIA operative working in the Middle East finds his faith in his cause tested when he hatches a complex plan to ensnare a shadowy terrorist.,['Ridley Scott'],"['Leonardo DiCaprio,', 'Russell Crowe,', 'Mark Strong,', 'Golshifteh Farahani,', 'Oscar Isaac,', 'Ali Suliman,', 'Alon Aboutboul,', 'Vince Colosimo,', 'Simon McBurney,', 'Kais Nashif,', 'Michael Gaston']","['Spy Movies,', 'Movies Based on Books,', 'Action & Adventure,', 'Dramas']",['Suspenseful'],16
Army of the Dead,2021.0,148,0.0,"After a zombie outbreak in Las Vegas, a group of mercenaries takes the ultimate gamble by venturing into the quarantine zone for the greatest heist ever.",['Zack Snyder'],"['Dave Bautista,', 'Ella Purnell,', 'Omari Hardwick,', 'Garret Dillahunt,', 'Ana de la Reguera,', 'Theo Rossi,', 'Matthias Schweighöfer,', 'Nora Arnezeder,', 'Hiroyuki Sanada,', 'Tig Notaro,', 'Raúl Castillo,', 'Huma Qureshi,', 'Samantha Win,', 'Richard Cetrone,', 'Michael Cassidy']","['Action & Adventure,', 'Crime Movies,', 'Horror Movies']","['Violent,', 'Irreverent']",16
The Italian Job,2003.0,111,0.0,"A clever thief masterminds a major heist amid the waterways of Venice, Italy -- but a betrayal by one of his own spells disaster.",['F. Gary Gray'],"['Mark Wahlberg,', 'Charlize Theron,', 'Edward Norton,', 'Donald Sutherland,', 'Seth Green,', 'Jason Statham,', 'Mos Def,', 'Julie Costello,', 'Franky G,', 'Olek Krupa']","['Action & Adventure,', 'Crime Movies']","['Adrenaline Rush,', 'Suspenseful']",13
Seven Years in Tibet,1997.0,136,0.0,"During World War II, an escaped POW makes his way to Tibet, where he meets the Dalai Lama, whose friendship ultimately transforms his outlook on life.",['Jean-Jacques Annaud'],"['Brad Pitt,', 'David Thewlis,', 'BD Wong,', 'Mako,', 'Danny Denzongpa,', 'Victor Wong,', 'Ingeborga Dapkunaite,', 'Jamyang Jamtsho Wangchuk,', 'Lhakpa Tsamchoe,', 'Jetsun Pema']","['Movies Based on Real Life,', 'Action & Adventure,', 'Dramas']",['Inspiring'],13
Baby Driver,2017.0,113,0.0,"Smooth-faced getaway driver Baby is a music junkie in deep with a bad dude. He's got just one job left, but it's all about to go sideways.",['Edgar Wright'],"['Ansel Elgort,', 'Kevin Spacey,', 'Lily James,', 'Jon Bernthal,', 'Jamie Foxx,', 'Jon Hamm,', 'Eiza González,', 'Flea,', 'Sky Ferreira,', 'Lanny Joon']","['British,', 'Action & Adventure,', 'Comedies,', 'Crime Movies']",['Offbeat'],16
Triple Frontier,2019.0,125,0.0,"Loyalties are tested when five former special forces operatives reunite to steal a drug lord's fortune, unleashing a chain of unintended consequences.",['J.C. Chandor'],"['Ben Affleck,', 'Oscar Isaac,', 'Charlie Hunnam,', 'Pedro Pascal,', 'Garrett Hedlund,', 'Adria Arjona']","['Action & Adventure,', 'Crime Movies']","['Gritty,', 'Suspenseful,', 'Exciting']",16
Polar,2019.0,118,0.0,"An assassin on the verge of retirement must put the good life on hold when his greedy boss sends a squad of young, ruthless killers to take him out.",['Jonas Åkerlund'],"['Mads Mikkelsen,', 'Vanessa Hudgens,', 'Katheryn Winnick,', 'Matt Lucas,', 'Fei Ren,', 'Ruby O. Fee,', 'Robert Maillet,', 'Anthony Grant,', 'Josh Cruddas,', 'Ayisha Issa']","['Canadian,', 'Action & Adventure,', 'Crime Movies']",['Violent'],18
